region,time,y1,y2,x_common1,x_common2,x_specific1_1,x_specific2_1
115,1,-0.04645152950923031,2.0633662189290845,7.883898570003149,5.993462549770655,-0.87,13.0
115,2,0.49198996447593313,1.94441850478042,7.923239549742678,6.5203265333600715,-0.86,14.0
116,1,-0.9185643545926457,1.5997751278881365,7.953634640998043,7.304515946460155,0.07,63.9
116,2,-0.75883347784257,1.694323310929383,7.975667781400609,8.354085853546087,-0.53,57.0
117,1,-0.533129562244171,1.6577240142682552,7.973327713572046,5.975589197949692,-0.27,39.7
117,2,-0.19641332166061212,1.4640527361031221,8.013177659578796,6.511002111475994,-0.31,41.6
118,1,-0.7862376632103354,-0.7547796239777261,8.120975196664736,6.084043728401075,0.06,22.7
118,2,-0.09377449776004758,-1.065873645597309,8.117103609244912,6.458024754575957,-0.8,23.3
119,1,0.19282760754449635,2.398859771656085,7.85317753736254,6.515453157400254,-1.2,23.0
119,2,0.6958720287629636,2.2921118230611306,7.902968090861125,7.293221740583611,-0.96,24.4
120,1,-0.44622277068436034,1.4533779412436276,7.982757702011113,6.740046434556028,-0.09,62.8
120,2,-0.044040976166695625,1.2383570733595037,8.001455523289227,7.199678345691172,-0.15,61.6
121,1,-0.942416145560886,1.168208421425676,8.006700845440367,6.858985114612707,-0.06,44.6
121,2,-0.6582245935988769,1.0141863813100984,8.0507033814703,7.235402979376965,0.85,44.5
122,1,0.07115809936076176,2.377510181937094,7.8900958893177915,6.515897174280189,-0.72,33.5
122,2,0.6098533358030336,2.1319899001686977,7.905736590811429,7.047169334764815,-1.06,35.4
123,1,-0.6712923301399872,1.4991270620700365,7.958576903813898,7.353338133686191,0.02,79.0
123,2,-0.5455629426425092,1.6546740728798275,7.991253929840199,7.739576854229842,-0.13,81.2
124,1,0.20843276865669655,1.1453338610124717,7.879669914604289,5.604698516432302,-0.17,23.7
124,2,0.7294929043298978,1.0873849746323527,7.917208431330429,6.371611847231857,-0.64,26.6
125,1,-1.0109266089802988,1.6302745417724096,8.017472347382352,6.152732694704104,-0.37,34.7
125,2,-0.6886736884519494,1.4610027947146955,8.058232365365322,6.53813982376767,-0.2,34.3
126,1,0.24598665230881908,0.533820612632801,7.91363074059838,5.8924725979010315,-1.23,32.6
126,2,0.8690512557398122,0.3919983380709324,8.102858867839007,6.755070191316489,-0.72,34.1
127,1,0.7343140110149672,0.5444954074922965,7.862612664005109,6.221782302170192,-0.87,28.5
127,2,1.364356532016457,0.32642459821974584,7.886382108438664,6.805168690207036,-0.95,30.6
128,1,0.5384248341268685,0.44079740028576897,7.8206803533799905,6.3569753397091135,-1.11,12.2
128,2,1.040708027974008,0.20442694268265438,7.877662604293306,6.4253551293998505,-1.38,14.1
129,1,0.5639259510663167,-0.19511537920131938,7.8327678646681616,6.495718625490934,-0.94,11.1
129,2,1.0885384811390428,-0.33541268306897465,7.860763593791455,6.837440105067111,-1.07,12.4
130,1,-0.5104196123329213,-1.1268724733658544,8.203468261870789,6.500087747318773,-0.27,31.4
130,2,-0.17370337174936248,-1.3068190152830645,8.217816334102439,6.757164920349636,0.01,30.6
131,1,-0.5743627115243731,0.46214699000476006,7.988033860961742,6.512784907966614,-0.59,36.1
131,2,-0.14718728498147865,0.20290197198844104,7.987082806238379,6.759951084213743,-0.72,36.3
132,1,-0.3742867840939768,-0.07769263574686902,8.01271405270911,6.344934360097766,-0.18,62.8
132,2,0.04223145925034279,-0.33541268306897465,8.026398926955201,6.685486345078588,-0.21,65.9
133,1,-1.0753771930859686,-0.7395299170355896,7.976973085240792,6.942349923746636,-0.36,40.4
133,2,-0.7651770392702936,-0.8432279242421171,7.988101758843354,7.055571653676355,-0.88,40.0
134,1,-0.8262021002049931,-0.42843589541600674,8.066019167214423,6.5188522591729505,-0.34,41.1
134,2,-0.4967175196490387,-0.585507876920012,8.087640287778983,6.618204795470328,-0.05,42.4
135,1,-0.47768683536586865,0.03210525423651302,7.9978312366279605,6.690345259515688,-0.34,30.7
135,2,-0.07131829030590629,-0.17224081878811495,8.018592537272816,6.993290567088399,-0.27,30.7
136,1,0.19257386508738802,-0.09751725477164622,7.922696061622631,6.320588421959424,-0.78,35.2
136,2,0.5899345529199824,-0.12344175657327838,7.9184102888911045,6.911348814492268,-1.34,41.9
137,1,0.5941213034622801,0.4011481622362146,7.971396478706194,6.3972629330062665,-0.82,47.6
137,2,1.2023419731524008,0.407248045013069,7.982860085848207,7.007510112119129,-0.49,52.5
138,1,-0.8660396659710962,-0.7273301514818806,8.290367870699402,6.611503255847289,-0.11,25.7
138,2,-0.48149297222250237,-0.9957249936634813,8.316544717929398,6.947552748856203,-0.27,29.2
139,1,-1.371367769303543,0.1358032614430406,8.202592029613193,6.134048590563775,0.0,24.0
139,2,-1.123207646251003,-0.19359040850710604,8.210994064964702,6.478970365552356,-0.29,25.1
140,1,-0.7576916367855798,0.5673699679055015,8.036023452557757,6.231858451828719,-0.08,39.3
140,2,-0.5555857696983119,0.35844898279823245,8.05975034421536,6.854881789375069,0.61,38.1
141,1,0.5275139084711835,-0.5290839612341072,7.941046518195018,6.104569993213254,-1.13,18.6
141,2,1.2039912991236086,-0.5900827890026525,7.9298104449280915,6.742054823204418,-0.96,20.9
142,1,1.2530904645741878,0.33099951030238695,7.857093864902493,5.945682354452854,-0.63,37.7
142,2,2.0067055621877303,0.43317254681470063,7.848777647075476,6.961201254687763,-1.21,41.6
143,1,0.3903661104038038,-0.6480316753827714,8.065296635179534,6.013226038889495,0.1,20.5
143,2,0.7922941624643592,-0.8325531293826216,8.082402253926244,6.311190196268436,0.09,21.0
144,1,-0.3273444295288234,-0.16919087739968774,8.051786977841106,6.423571586162567,0.35,24.5
